facility_name,address,unique_lga,state,latitude,longitude,emergency_transport,ratings
Balsam Clinic,"Dhamija Street, Enugu, Enugu",enugu_enugu_east, Enugu,6.47709605,7.49039279,False,4
Magami PHC,"Rekangue Road, Minna, Niger",niger_shiroro, Niger,9.61060403,6.51811742,False,3
Beam Clinic,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,9.05379277,7.61009094,False,4
Lakidir Health center,"Dwaja, Gombe",gombe_kaltungo, Gombe,9.93520396,11.29264972,True,3
Ndubuisi Hospital & Maternity Ugbene Abakpa,"Enugu, Enugu",enugu_enugu_east, Enugu,6.48330412,7.51243111,False,2
PHC Kugwaru,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,9.17121663,7.6807114,False,3
Wili Health center,"Dwaja, Gombe",gombe_kaltungo, Gombe,9.91088938,11.26290961,False,1
Ture mai pri health center,"A 345, Dwaja, Gombe",gombe_kaltungo, Gombe,9.82407855,11.37767088,True,3
Ngbede Clinic & Maternity Adoka,"Otukpo-Oweto Road, Oturkpo, Benue",benue_oturkpo, Benue,7.46114996,7.96937952,False,4
Primary Healthcare Centre Abache,"Otukpo-Oweto Road, Oturkpo, Benue",benue_oturkpo, Benue,7.44622809,7.98408927,False,1
Livia Shammah Hospital,"Karu, Federal Capital Territory",nasarawa_karu, Federal Capital Territory,9.02649602,7.60397449,False,2
Mararaba Medical Centre,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,9.02627456,7.61187261,False,3
Marina Clinic,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,8.99148484,7.67572248,False,4
Ettal Primary Health Centre,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,9.00629667,7.66979674,False,2
Lafiya Clinic,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,9.01361636,7.62102416,False,2
Primary Health Center Masaka,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,9.00567547,7.67026027,False,1
PHCC Angwan Kura,"Feather Strong Road, Lokoja, Kogi",kogi_lokoja, Kogi,7.81911573,6.74477724,False,4
General Hospital.,"Saadu Haliru Road, Edu, Kwara",kwara_edu, Kwara,8.84996557,5.40897731,True,3
Health Post,"Edu, Kwara",kwara_edu, Kwara,8.86944317,5.2124272,False,3
Cottage Hospital. Tsaragi,"Edu, Kwara",kwara_edu, Kwara,8.83652287,4.9907544,False,2
Dispensary,"Edu, Kwara",kwara_edu, Kwara,8.86040247,5.0021166,False,3
Dispensary,"Edu, Kwara",kwara_edu, Kwara,8.90731445,4.9863629,False,4
Central Hospital,"Warri Central Hospital Road, Warri South, Delta",delta_warri_south, Delta,5.51752283,5.7339174,True,4
Dispensary,"Edu, Kwara",kwara_edu, Kwara,9.06767333,4.95595738,False,2
Lara Hospital,"Fagbemi Street, Olorunda, Osun",osun_osogbo, Osun,7.7696212,4.56870232,True,4
"Dispensary,   Pututa","Edu, Kwara",kwara_edu, Kwara,8.92933917,5.39615687,False,4
Osupa Primary Health Centre,"Fedegbo Osupa Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.13254283316504,4.2372952626301,True,4
Dalangasi HP,"Wudil, Kano",kano_gwarzo, Kano,11.82025186,7.95067245,False,2
Akerele Phc,"Akerele Road, Lagos, Lagos",lagos_surulere, Lagos,6.50571648,3.35482862,True,1
Sabon layi PHC,"Wudil, Kano",kano_gwarzo, Kano,11.82573075,7.93395597,True,1
Kara Dispencery,"Wudil, Kano",kano_gwarzo, Kano,11.84308497,7.95908012,True,3
"Opeyemi Clinic, Aaisegba- Ekiti","Gboyin, Ekiti",ekiti_gbonyin, Ekiti,7.59915365,5.48376599,True,3
Alheri Diagonistic Hospital,"Wudil, Kano",kano_gwarzo, Kano,11.91186274,7.93255452,False,1
Primary Health care Clinic jankawa,"Udeni-Magaji, Nassarawa",nasarawa_karu, Nassarawa,9.01677096,7.69116929,False,3
Divine citadel hospital,"Ado Ekiti, Ekiti",ekiti_ado_ekiti, Ekiti,7.60031153,5.22245128,False,2
Genial specialis clinic,"Winners Street, Ado Ekiti, Ekiti",ekiti_ado_ekiti, Ekiti,7.58729871,5.21842685,True,4
Olatorera,"Kings Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.14646822357314,4.23163332928539,True,4
Primary Health centre urugbam,"Biase, Cross River",cross_river_biase, Cross River,5.7341,7.9271,False,3
PHC ABINI,"A4, Yakurr, Cross River",cross_river_biase, Cross River,5.6879,8.0659,True,3
Health centre,"A4, Biase, Cross River",cross_river_biase, Cross River,5.4997,8.1602,False,4
Health centre ehom village,"Biase, Cross River",cross_river_biase, Cross River,5.5065,8.1086,False,1
Abegan Herbal,"Mikky Odokoto Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.14139777341875,4.24716908313738,True,2
Abundant Life Clinic,"Oke Eepa Road, Ado Ekiti, Ekiti",ekiti_ado_ekiti, Ekiti,7.60817476,5.20497738,True,2
Honest eye clinic,"Zik Avenue, Enugu, Enugu",enugu_enugu_south, Enugu,6.43012834,7.49370433,True,2
PHC Ikot okpora,"Biase, Cross River",cross_river_biase, Cross River,5.4103,8.0663,True,1
Phc akparavuni,"A4, Biase, Cross River",cross_river_biase, Cross River,5.5568,8.1119,True,1
EKO HOSPITAL,"Akerele Road, Lagos, Lagos",lagos_surulere, Lagos,6.50538362,3.35447903,True,2
Health centre Obeagu,"Enugu South, Enugu",enugu_enugu_south, Enugu,6.3718,7.5368,True,2
Salvation Hospital and Maternity,"Oru East, Imo",imo_orlu, Imo,5.78300333333333,6.983645,False,1
First Referral Hospital,"Mallan-Kagwa, Taraba",taraba_ardo_kola, Taraba,8.71237478,11.26093152,False,2
Tudun Wada Rahazawa Dispensary,"Kwiambana, Zamfara",zamfara_kaura_namoda, Zamfara,12.37322142,6.66006993,True,2
Unique God Mercy Hospital,"Water Corporation Road, Olorunda, Osun",osun_osogbo, Osun,7.78375766,4.52353611,True,1
Holy Ghost Health Clinic Abia,"Ushongo, Benue",benue_ushongo, Benue,7.04137163080134,9.06766891741806,True,1
Magizawa dispensary,"Kwiambana, Zamfara",zamfara_kaura_namoda, Zamfara,12.53682288,6.59962538,True,3
Ekeoma Memorial Specialist Hospital,"Park Road, Aba North, Abia",abia_aba_south, Abia,5.1122,7.3766,True,3
Fiyinfolu PHC,"Water Corporation Road, Olorunda, Osun",osun_osogbo, Osun,7.7836916,4.52645209,True,2
Hamstring Specialist Hospital,"Lorosho Road, Olorunda, Osun",osun_osogbo, Osun,7.78512193,4.5250288,True,1
Fanfifi Dispensary,"Kwiambana, Zamfara",zamfara_kaura_namoda, Zamfara,12.45542554,6.6221791,True,2
C.O.A. Clinic,"Mallan-Kagwa, Taraba",taraba_ardo_kola, Taraba,8.8853893,11.31058976,False,1
Victory Hospital,"Iwo, Osun",osun_iwo, Osun,7.62740578,4.16116561,True,3
TASU Health Clinic,"Water Works Road, Mallan-Kagwa, Taraba",taraba_ardo_kola, Taraba,8.90142748,11.31880174,True,3
Prince Lamuye Maternity Home,"Sawo Street, Iwo, Osun",osun_iwo, Osun,7.62728344,4.1805107,False,1
"Staff HealthPost,Gboyin LG Secretariat.,Ode","Gboyin, Ekiti",ekiti_gbonyin, Ekiti,7.64632524,5.56285924,False,3
Olukoyi PHC,"Sawo Street, Iwo, Osun",osun_iwo, Osun,7.62833,4.17628103,False,4
Jagun-Ilu Health Post,"Palace Road, Iwo, Osun",osun_iwo, Osun,7.63851367,4.18321391,True,4
DDâs Eye Clinic,"N.L.N.G. Road, Port Harcourt, Rivers",rivers_port_harcourt, Rivers,4.79632542,7.02483983,False,4
Health Post,"Uyo-Oron Road, Uyo, Akwa Ibom",akwa_ibom_uyo, Akwa Ibom,4.97837716,7.99313652,False,1
Phc Akpaka,"Anambra East, Anambra",anambra_onitsha_north, Anambra,6.18061045,6.78243425,True,3
Lakweme maternity,"A 345, Dwaja, Gombe",gombe_kaltungo, Gombe,9.71804664,11.40919011,True,2
Uding PHC,"Songeli, Adamawa",adamawa_hong, Adamawa,10.15299798,12.90573844,False,4
DZUMA PHC,"Songeli, Adamawa",adamawa_hong, Adamawa,10.17567641,12.93691558,False,1
Babal midila health clinic,"Yola-Mubi Road, Songeli, Adamawa",adamawa_hong, Adamawa,10.18395642,12.91466918,True,3
Wuro bokki health clinic,"Yola-Mubi Road, Songeli, Adamawa",adamawa_hong, Adamawa,10.17809582,12.88509427,True,3
Kokko health clinic,"Yola-Mubi Road, Songeli, Adamawa",adamawa_hong, Adamawa,10.12825476,12.77949186,False,4
SKYLINE Specialist. Clinic,"Adewakun Avenue, Ibadan North, Oyo",oyo_ibadan_north_east, Oyo,7.40171222,3.93933168,True,3
Anu-Oluwapo Maternity Centre,"Sawo Street, Iwo, Osun",osun_iwo, Osun,7.62297171,4.1765737,True,3
Paragalda health clinic,"Yola-Mubi Road, Songeli, Adamawa",adamawa_hong, Adamawa,10.394104,13.17878104,True,4
Hildi PHC,"Songeli, Adamawa",adamawa_hong, Adamawa,10.40206055,13.1684736,False,3
Idera Oluwa CSDP community healt center,"Yidi Oremeji-Agugu Road, Ibadan North, Oyo",oyo_ibadan_north_east, Oyo,7.38417741,3.93206272,False,3
Jobi Memory Hosiptal,"Oke Ofa Babasale Street, Ibadan North, Oyo",oyo_ibadan_north_east, Oyo,7.38791437,3.91555663,True,1
Wuro kae,"Songeli, Adamawa",adamawa_hong, Adamawa,10.35365776,13.22324527,False,4
Jauro barkindo clinic,"Wukari-Numan Road, Songeli, Adamawa",adamawa_numan, Adamawa,9.44779541,12.02353357,False,3
Jalingo health clinic,"Songeli, Adamawa",adamawa_hong, Adamawa,10.38914282,13.20940231,False,1
Alawaye Hospital,"Abel Complex Road, Ibadan North, Oyo",oyo_ibadan_north_east, Oyo,7.40453807,3.93955323,True,4
UBA Clinic A,"Yola-Mubi Road, Mimitlu, Borno",adamawa_hong, Borno,10.45840811,13.2269409,True,2
Elyon Specialist Hospital,"Iwo Road, Ibadan North, Oyo",oyo_ibadan_north_east, Oyo,7.40315457,3.93348557,True,1
Molly Groups Specialist Hospital,"Ogundiran Crescent, Ibadan North, Oyo",oyo_ibadan_north_east, Oyo,7.40160092,3.92589705,True,4
Husara health post,"Yola-Mubi Road, Mimitlu, Borno",adamawa_hong, Borno,10.48388063,13.23582473,True,1
Oje PHC,"Alafara Oje Street, Ibadan North-West, Oyo",oyo_ibadan_north_east, Oyo,7.38481741,3.90802285,True,3
Alafara / Aderogba Primary Health Care Centre,"Aderogba Street, Ibadan North-West, Oyo",oyo_ibadan_north_east, Oyo,7.38274709,3.90506885,False,2
Odo Osun Health Post,"Odo Osun Street, Ibadan North-West, Oyo",oyo_ibadan_north_east, Oyo,7.3808067,3.90171918,False,3
"Government Dental Centre, Aremo","Saint Peters Hospital Road, Ibadan North-East, Oyo",oyo_ibadan_north_east, Oyo,7.37543779,3.91910364,False,2
St Gabrielâs Specialist Hospital,"4th Avenue, Enugu, Enugu",enugu_enugu_east, Enugu,6.47832925,7.49360128,False,3
Yan gwarzo HP,"A9, Wudil, Kano",kano_bichi, Kano,12.27447168,8.15570852,True,1
Tsidau HP,"A9, Wudil, Kano",kano_bichi, Kano,12.30046855,8.14914543,True,4
"Aduke Okin Memorial Clinic

","Iwo-Osogbo Road, Iwo, Osun",osun_iwo, Osun,7.65357011,4.20696133,False,2
PHC OHONG,"Obudu, Cross River",cross_river_obudu, Cross River,6.5936,9.1213,True,4
HEALTH POST BEBUATSUAN,"Obudu, Cross River",cross_river_obubra, Cross River,6.6106,9.1416,False,2
HEALTH POST KAGBONG,"Obudu, Cross River",cross_river_obudu, Cross River,6.6244,9.1384,True,2
HEALTH POST IGWO,"Obudu, Cross River",cross_river_obudu, Cross River,6.6297,9.1211,True,4
PHC forin Doki,"Dobogi, Niger",niger_shiroro, Niger,10.0515149,6.76963721,False,4
Bargaja Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.764305,7.21310666666667,True,1
S/Alhaji Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.7817,7.2685,True,1
Maidoriya HC,"Sabua, Katsina",katsina_batsari, Katsina,12.8441783333333,7.32332333333333,True,3
HEALTH CENTRE IBONG,"Obudu, Cross River",cross_river_obudu, Cross River,6.5608,9.1213,True,1
Gehe Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.799095,7.34894833333333,True,3
Zanko Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.7893633333333,7.38240833333333,True,4
Akata Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.7736933333333,7.303745,True,2
M/Sharp Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.7456216666667,7.339745,True,2
Bethel Hospital,"Kuyo Street, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.1478926210087,4.2529582563359,True,2
Orilonise Clinic,"Oke Odo Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.14746150685956,4.25516264542835,True,1
Amdo Hospital,"A 345, Dwaja, Gombe",gombe_kaltungo, Gombe,9.82220665,11.31850279,True,3
SHT clinic,"A 345, Dwaja, Gombe",gombe_kaltungo, Gombe,9.82668728,11.32024647,True,2
Aduin Primary Health Centre,"Bolanta Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.13410192106149,4.27047815656793,True,1
Kanya PHC,"Sara, Bauchi",bauchi_darazo, Bauchi,11.0682,10.3548,False,1
Baaki Health Centre,"Owode Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.12127110434383,4.25232606172079,True,2
Health Post,"Abak, Akwa Ibom",akwa_ibom_abak, Akwa Ibom,4.96144875,7.72188046,False,2
Kaleh PHC,"Dwaja, Gombe",gombe_kaltungo, Gombe,9.79611384,11.31641385,True,3
Ibrahim Taiwo Health Care Centre,"Osupa Gbangba Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.13044682299509,4.2479984561691,True,4
Taraa Primary Health Centre,"Aregbe Street, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.13843947756227,4.2421773200286,True,2
Ganjigina Dispensary,"Sara, Bauchi",bauchi_darazo, Bauchi,10.77461474,10.53867458,False,1
Basic Health Centre Agara,"Asa, Kwara",kwara_oyun, Kwara,8.15489614,4.61231646,False,3
Okelerin Primary Health Centre,"Osupa Elemu Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.13422336609707,4.24152148142626,True,3
Iretiolu Hospital,"Saw Mill Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.14368635056736,4.23809578712247,True,3
Shalom Hospital,"Mikky Odokoto Road, Ogbomosho North, Oyo",oyo_ogbomoso_north, Oyo,8.14297012082304,4.24653391401174,True,4
PHC Ali Bakin kogi,"Dobogi, Niger",niger_shiroro, Niger,10.01634997,6.72705365,False,4
PHCC jiko,"Dobogi, Niger",niger_shiroro, Niger,9.87061292,6.42261409,False,1
Kukoki PHC,"Dobogi, Niger",niger_shiroro, Niger,10.12484025,6.44115372,False,1
PHCC Manta,"Dobogi, Niger",niger_shiroro, Niger,9.86661321,6.43302796,False,1
Park house clinic,"Lamido Crescent, Kano, Kano",kano_nassarawa, Kano,11.9834942,8.5622252,False,2
PHC Gurmana,"Dobogi, Niger",niger_shiroro, Niger,10.06373362,6.73481443,False,4
Amazing Grace Hospital,"Owodunni Street, Ijebu-Ode, Ogun",ogun_ijebu_ode, Ogun,6.82526955,3.92232158,True,3
Oworu Specialist Hospital,"Owodunni Street, Ijebu-Ode, Ogun",ogun_ijebu_ode, Ogun,6.82626596,3.92240748,False,3
Niâima clinic,"Wudil, Kano",kano_bichi, Kano,12.23264471,8.23518771,True,4
Health centre,"Ibesikpo Asutan, Akwa Ibom",akwa_ibom_ibesikpo_asutan, Akwa Ibom,4.90436739,7.92417859,False,4
Basic Health Clinic Erinile South,"Oyun, Kwara",kwara_oyun, Kwara,8.09294485,4.69784479,True,2
Hotoro south Phc,"Sabo Bakinzue Road, Kano, Kano",kano_nassarawa, Kano,11.97436005,8.58236481,True,2
Kaura goje Phc,"Kano, Kano",kano_nassarawa, Kano,12.04368279,8.54635133,True,3
General Hospital Erinile,"Oyun, Kwara",kwara_oyun, Kwara,8.10015364,4.70454985,True,2
Hallmark clinic,"Udb Road, Kano, Kano",kano_nassarawa, Kano,11.97723664,8.57328605,True,1
Karaba Health Clinic,"Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,11.05362926,8.28418052,True,1
PHC Mah,"Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,11.07379829,8.24259824,True,4
Health Clinic Dokan Tagwai,"Ambe-Sarki, Kaduna",kaduna_kubau, Kaduna,11.07463346,8.288723,True,1
B.H.C.,"Irele, Ondo",ondo_irele, Ondo,6.48756593,5.02738802,True,4
Health Centre,"Abua/Odual, Rivers",rivers_abua_odual, Rivers,4.83164677,6.68628551,False,2
Modern Health Centre,"Abua/Odual, Rivers",rivers_abua_odual, Rivers,4.80139775,6.68765087,True,4
Mobile ambulance,"Sabua, Katsina",katsina_batsari, Katsina,12.8558733333333,7.327025,True,4
Health Post,"Abua/Odual, Rivers",rivers_abua_odual, Rivers,4.7905079,6.71008656,False,2
Madaddabai Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.7023133333333,7.28606166666667,False,1
Primary health care centre atoruru,"Owan West, Edo",edo_owan_west, Edo,6.86186674,5.85742259,True,4
Bamja Dispensary,"Sara, Bauchi",bauchi_tafawa_balewa, Bauchi,9.7953,9.6546,False,2
Garin dodo dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.69995,7.17236166666667,False,3
Watangadiya Dispensary,"Sabua, Katsina",katsina_batsari, Katsina,12.75505,7.22204166666667,False,3
Primary Health Centre,"Abua-Ogbia Road, Abua/Odual, Rivers",rivers_abua_odual, Rivers,4.79101372,6.67323471,True,1
Lim Bula Basic Health Clinic,"Sara, Bauchi",bauchi_tafawa_balewa, Bauchi,9.8056,9.7123,True,4
LGA Health pacility,"Sabua, Katsina",katsina_batsari, Katsina,12.77038,7.26263666666667,True,4
PHC KWAYA,"Dwaja, Gombe",gombe_billiri, Gombe,9.72118046,11.04033377,False,1
Model Pry Health Centre,"Ese-Odo, Ondo",ondo_irele, Ondo,6.43038806,4.911776,False,3
Dipindu dispensary,"Hinanbiro, Kebbi",kebbi_wasagu_danko, Kebbi,11.36466228,5.63361596,True,4
Bajida Dispensary,"Hinanbiro, Kebbi",kebbi_wasagu_danko, Kebbi,11.37103005,5.68460912,True,3
LAYAFI CLINIC,"Dwaja, Gombe",gombe_billiri, Gombe,9.86068014,11.13346461,False,2
Wasagu PHC,"Rijau-Sakaba-Wasagu Kebbi, Hinanbiro, Kebbi",kebbi_wasagu_danko, Kebbi,11.37547225,5.80793054,False,4
Ede-Enu,"Nsukka, Enugu",enugu_nsukka, Enugu,6.80097534492671,7.42969485758021,False,4
Biki dispensary,"Ukuru-Mabuto-Kakihum Road, Hinanbiro, Kebbi",kebbi_wasagu_danko, Kebbi,11.25463042,5.49751552,False,2
Gangalawai Dispensary,"Potiskum-Darazo Road, Sara, Bauchi",bauchi_darazo, Bauchi,11.1433,10.4405,False,3
Bula Dispensary,"Sara, Bauchi",bauchi_darazo, Bauchi,11.1391,10.4312,False,3
Jimin Dispensary,"Sara, Bauchi",bauchi_darazo, Bauchi,11.1508,10.356,False,3
Alagarno maternity,"Udubio-Duwari-Sabon Gari Junction Road, Sara, Bauchi",bauchi_gamawa, Bauchi,12.22377357,10.73664874,True,1
Solik Hospital,"Rozamond Road, Lagos, Lagos",lagos_alimosho, Lagos,6.59764275,3.28845117,True,3
Rauf Aregbesola Flagship PHC,"Okunola Street, Lagos, Lagos",lagos_alimosho, Lagos,6.59456797,3.28289518,True,3
Bena dispensary,"Wasagu-Bena-Goriba Road, Hinanbiro, Kebbi",kebbi_wasagu_danko, Kebbi,11.29361872,5.94147685,True,3
Duwo HC,"Sara, Bauchi",bauchi_darazo, Bauchi,10.8445,10.4279,False,4
Ogundimu PHC,"Adusanya Awotedu Street, Lagos, Lagos",lagos_alimosho, Lagos,6.62426917,3.29139685,False,3
Fatima clinic,"Gusau, Zamfara",zamfara_gusau, Zamfara,12.15503781,6.66996527,True,3
New Bussa Air Force Hospital,"Ibrahim Taiwo Road, New Bussa, Niger",niger_borgu, Niger,9.884406,4.49350769,True,4
Potiskum Central Health Clinic,"Potiskum-Damshi Road, Potiskum, Yobe",yobe_potiskum, Yobe,11.70947234,11.06839909,False,1
Sckye Hospital,"Oja Oshodi Street, Akure South, Ondo",ondo_akure_south, Ondo,7.25466491,5.19371329,True,2
Basic Health Centre,"Ogunbodede Estate Road, Akure South, Ondo",ondo_akure_south, Ondo,7.27940437,5.21086565,False,1
Don Bosco Health Centre,"Araromi Street, Akure South, Ondo",ondo_akure_south, Ondo,7.26807781,5.19548266,True,2
Darazo H clinic,"Potiskum-Darazo Road, Darazo, Bauchi",bauchi_darazo, Bauchi,10.9986,10.4158,True,1
Ahmadiyya Hospital,"Oshimore Street, Ijebu-Ode, Ogun",ogun_ijebu_ode, Ogun,6.83087275,3.9242403,True,3
"F H C N/ M C H , New Bussa","Dantoro Road, New Bussa, Niger",niger_borgu, Niger,9.88416281,4.51122306,True,4
Fajaldu PHC,"Sokoto-Sarkin Zamfara-Denge Road, Dangari-Adua, Sokoto",sokoto_dange_shuni, Sokoto,12.84230755,5.38006777,True,4
Tsafanade dispensary,"Dangari-Adua, Sokoto",sokoto_dange_shuni, Sokoto,12.92669335,5.33433012,False,1
Disshol Specialist Centre,"Oshilalu Street, Ijebu-Ode, Ogun",ogun_ijebu_ode, Ogun,6.82732293,3.92698169,False,1
PHC AJIYOLO-OJAJI,"Dekina, Kogi",kogi_dekina, Kogi,7.57191222,7.09828804,True,4
PHC Ogboyaga,"Dekina, Kogi",kogi_dekina, Kogi,7.6285384,7.13479854,True,1
Phc rikkina,"Dangari-Adua, Sokoto",sokoto_dange_shuni, Sokoto,12.97751981,5.29196399,False,1
Phc kwannawa,"Sokoto-Sarkin Zamfara-Denge Road, Sokoto, Sokoto",sokoto_dange_shuni, Sokoto,12.98115294,5.26671632,False,1
MCH Dekina,"Dekina, Kogi",kogi_dekina, Kogi,7.68887233,7.04470687,True,3
Quam Dental Clinic,"Oshinubi Street, Ijebu-Ode, Ogun",ogun_ijebu_ode, Ogun,6.82364613,3.9246165,False,2
Sauna PHC,"Kwiambana, Zamfara",zamfara_talata_mafara, Zamfara,12.41771355,6.04994859,False,2
Morai PHC,"Tungan Magera-Kagara-Bolani-Anka Junction Road, Kwiambana, Zamfara",zamfara_talata_mafara, Zamfara,12.36824928,6.1374363,False,2
Takoki Dispensary ,"Kwiambana, Zamfara",zamfara_talata_mafara, Zamfara,12.47843821,6.13773571,False,1
Sado Dispensary,"Tungan Magera-Kagara-Bolani-Anka Junction Road, Kwiambana, Zamfara",zamfara_talata_mafara, Zamfara,12.41749904,6.17604092,False,1
Kuka mairahu despensary,"Kwiambana, Zamfara",zamfara_talata_mafara, Zamfara,12.410772,6.20594636,False,4
Orphans and less privileg hospital,"Sokoto-Sarkin Zamfara-Denge Road, Kwiambana, Zamfara",zamfara_talata_mafara, Zamfara,12.56711972,6.04889886,False,3
ELF Foundation PHC,"Ikotun Road, Lagos, Lagos",lagos_alimosho, Lagos,6.55236178,3.26926873,True,4
Okiki Hospital,"Olashehun Street, Lagos, Lagos",lagos_alimosho, Lagos,6.61077658,3.29732702,True,3
Akowonjo PHC,"Akowonjo Road, Lagos, Lagos",lagos_alimosho, Lagos,6.60034999,3.30035994,True,1
Bodai Kaura,"Sokoto-Sarkin Zamfara-Denge Road, Dangari-Adua, Sokoto",sokoto_dange_shuni, Sokoto,12.81096368,5.33977059,False,3
Anagboso specialist hospital and maternity,"Udumuku Street, Owerri Municipal, Imo",imo_owerri_municipal, Imo,5.50743849048062,7.03273757766462,True,4
Royal Crown PHC,"Saw Mill Road, Osogbo, Osun",osun_osogbo, Osun,7.75644142,4.56289329,True,4
Feyintolu Basic Health Clinic,"Saw Mill Road, Osogbo, Osun",osun_osogbo, Osun,7.75771887,4.56238578,True,4
Oshogbo Muslim Hospital,"Babagunwa Street, Olorunda, Osun",osun_osogbo, Osun,7.78465394,4.54268687,True,2
Adebare Specialist Hospital,"Gbongan Road, Olorunda, Osun",osun_osogbo, Osun,7.75699165,4.5278317,True,1
Oluguna PHC,"Kajola Street, Osogbo, Osun",osun_osogbo, Osun,7.76530015,4.56296923,True,2
Primary Healthcare Clinic Ondo,"Otukpo-Oweto Road, Oturkpo, Benue",benue_oturkpo, Benue,7.3515269,8.05817479,False,1
Primary Health Clinic Ogoli,"Oturkpo, Benue",benue_oturkpo, Benue,7.36639028,7.89251971,False,1
Primary Health Clinic Iwili,"Apa, Benue",benue_oturkpo, Benue,7.57395021,8.00323597,False,1
Urhohi basic health center,"Esan West, Edo",edo_esan_west, Edo,6.6263,6.1069,True,1
Urhohi PHC,"Esan West, Edo",edo_esan_west, Edo,6.60836637,6.10028624,True,1
Debele Dispensary,"Mimitlu, Borno",borno_monguno, Borno,12.48121457,13.60827922,False,1
BASSA HEALTH CLINIC,"Dwaja, Gombe",gombe_billiri, Gombe,9.82915413,11.01632785,False,2
Kafi romi maternity,"Sara, Bauchi",bauchi_gamawa, Bauchi,12.05398067,10.50670071,True,3
Wabu maternity,"Sara, Bauchi",bauchi_gamawa, Bauchi,11.96341666,10.74160553,True,4
Raga dispensary,"Sara, Bauchi",bauchi_gamawa, Bauchi,11.8429457,10.58623089,True,1
Raga maternity,"Sara, Bauchi",bauchi_gamawa, Bauchi,11.84295848,10.59003545,True,4
Udubo dispensary,"Sara, Bauchi",bauchi_gamawa, Bauchi,11.93974087,10.63489243,True,3
